#,Tipe,Biaya,Modal,DP Server,Sisa Server,Profit,Metode Pembayaran,Supplier,Status,Tanggal Transaksi,Tanggal Selesai
640,Tipe A,175000,120000,120000,0,55000,Transfer,Supplier B,Selesai,8 Desember 2025,16 Desember 2025
641,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,8 Desember 2025,16 Desember 2025
642,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,8 Desember 2025,16 Desember 2025
643,Tipe A,155000,125000,125000,0,30000,Transfer,Supplier A,Selesai,9 Desember 2025,16 Desember 2025
644,Tipe A,155000,125000,125000,0,30000,Transfer,Supplier A,Selesai,9 Desember 2025,16 Desember 2025
645,Tipe A,155000,125000,125000,0,30000,Transfer,Supplier A,Selesai,9 Desember 2025,16 Desember 2025
646,Tipe A,155000,125000,125000,0,30000,Transfer,Supplier A,Selesai,9 Desember 2025,16 Desember 2025
647,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,9 Desember 2025,16 Desember 2025
648,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,9 Desember 2025,16 Desember 2025
649,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,10 Desember 2025,16 Desember 2025
650,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier A,Selesai,11 Desember 2025,17 Desember 2025
651,Tipe A,155000,125000,125000,0,30000,Transfer,Supplier A,Selesai,11 Desember 2025,16 Desember 2025
652,Tipe A,155000,125000,125000,0,30000,Transfer,Supplier A,Selesai,11 Desember 2025,16 Desember 2025
653,Tipe A,155000,125000,125000,0,30000,Transfer,Supplier A,Selesai,11 Desember 2025,18 Desember 2025
654,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,12 Desember 2025,16 Desember 2025
655,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,12 Desember 2025,16 Desember 2025
656,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,12 Desember 2025,16 Desember 2025
657,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,12 Desember 2025,16 Desember 2025
658,Tipe A,155000,125000,125000,0,30000,Transfer,Supplier A,Selesai,12 Desember 2025,16 Desember 2025
659,Tipe A,155000,125000,125000,0,30000,Transfer,Supplier A,Selesai,12 Desember 2025,17 Desember 2025
660,Tipe A,250000,125000,125000,0,125000,Transfer,Supplier A,Selesai,12 Desember 2025,16 Desember 2025
661,Tipe A,155000,125000,125000,0,30000,Transfer,Supplier A,Selesai,12 Desember 2025,16 Desember 2025
662,Tipe A,155000,125000,125000,0,30000,Transfer,Supplier A,Selesai,14 Desember 2025,16 Desember 2025
663,Tipe A,155000,125000,125000,0,30000,Transfer,Supplier A,Selesai,14 Desember 2025,16 Desember 2025
664,Tipe A,155000,125000,125000,0,30000,Transfer,Supplier A,Selesai,14 Desember 2025,16 Desember 2025
665,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,15 Desember 2025,16 Desember 2025
666,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,15 Desember 2025,16 Desember 2025
667,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,15 Desember 2025,18 Desember 2025
668,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,15 Desember 2025,16 Desember 2025
669,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,15 Desember 2025,16 Desember 2025
670,Tipe A,175000,120000,120000,0,55000,Transfer,Supplier E,Selesai,15 Desember 2025,16 Desember 2025
671,Tipe A,155000,125000,125000,0,30000,Transfer,Supplier A,Selesai,16 Desember 2025,16 Desember 2025
672,Tipe A,155000,125000,125000,0,30000,Transfer,Supplier A,Selesai,16 Desember 2025,16 Desember 2025
673,Tipe A,155000,125000,125000,0,30000,Transfer,Supplier A,Selesai,16 Desember 2025,16 Desember 2025
674,Tipe A,155000,125000,125000,0,30000,Transfer,Supplier A,Selesai,16 Desember 2025,16 Desember 2025
675,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,17 Desember 2025,18 Desember 2025
676,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,17 Desember 2025,18 Desember 2025
677,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,17 Desember 2025,17 Desember 2025
678,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,17 Desember 2025,17 Desember 2025
679,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,17 Desember 2025,17 Desember 2025
680,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,17 Desember 2025,17 Desember 2025
681,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,17 Desember 2025,17 Desember 2025
682,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,17 Desember 2025,17 Desember 2025
683,Tipe A,175000,125000,125000,0,50000,Transfer,Supplier A,Selesai,17 Desember 2025,17 Desember 2025
684,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,17 Desember 2025,17 Desember 2025
685,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,17 Desember 2025,17 Desember 2025
686,Tipe A,175000,150000,150000,0,25000,Transfer,Supplier E,Selesai,17 Desember 2025,17 Desember 2025
687,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier E,Selesai,18 Desember 2025,18 Desember 2025
688,Tipe A,150000,150000,150000,0,0,Transfer,Supplier E,Selesai,18 Desember 2025,18 Desember 2025
689,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,18 Desember 2025,18 Desember 2025
690,Tipe A,175000,150000,150000,0,25000,Transfer,Supplier E,Selesai,18 Desember 2025,18 Desember 2025
691,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,18 Desember 2025,19 Desember 2025
692,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,18 Desember 2025,19 Desember 2025
693,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,18 Desember 2025,19 Desember 2025
694,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,18 Desember 2025,19 Desember 2025
695,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,18 Desember 2025,19 Desember 2025
696,Tipe A,170000,150000,150000,0,20000,Transfer,Supplier E,Selesai,19 Desember 2025,19 Desember 2025
697,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,19 Desember 2025,21 Desember 2025
698,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,19 Desember 2025,21 Desember 2025
699,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,19 Desember 2025,21 Desember 2025
700,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,19 Desember 2025,21 Desember 2025
701,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,19 Desember 2025,21 Desember 2025
702,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,19 Desember 2025,21 Desember 2025
703,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,19 Desember 2025,21 Desember 2025
704,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,19 Desember 2025,21 Desember 2025
705,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier B,Selesai,19 Desember 2025,21 Desember 2025
706,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,19 Desember 2025,21 Desember 2025
707,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,19 Desember 2025,21 Desember 2025
708,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,19 Desember 2025,21 Desember 2025
709,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,19 Desember 2025,21 Desember 2025
710,Tipe A,170000,125000,125000,0,45000,Transfer,Supplier A,Selesai,19 Desember 2025,21 Desember 2025
711,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,19 Desember 2025,22 Desember 2025
712,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,19 Desember 2025,22 Desember 2025
713,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,19 Desember 2025,21 Desember 2025
714,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,20 Desember 2025,21 Desember 2025
715,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,20 Desember 2025,21 Desember 2025
716,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,20 Desember 2025,21 Desember 2025
717,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,20 Desember 2025,21 Desember 2025
718,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,20 Desember 2025,21 Desember 2025
719,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,20 Desember 2025,21 Desember 2025
720,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,20 Desember 2025,22 Desember 2025
721,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,20 Desember 2025,22 Desember 2025
722,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,20 Desember 2025,22 Desember 2025
723,Tipe A,170000,150000,150000,0,20000,Transfer,Supplier E,Selesai,22 Desember 2025,22 Desember 2025
724,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,21 Desember 2025,22 Desember 2025
725,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,21 Desember 2025,22 Desember 2025
726,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,21 Desember 2025,22 Desember 2025
727,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,21 Desember 2025,22 Desember 2025
728,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,21 Desember 2025,22 Desember 2025
729,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,21 Desember 2025,22 Desember 2025
730,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,21 Desember 2025,22 Desember 2025
731,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,21 Desember 2025,22 Desember 2025
732,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,21 Desember 2025,22 Desember 2025
733,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,21 Desember 2025,22 Desember 2025
734,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,21 Desember 2025,22 Desember 2025
735,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,21 Desember 2025,22 Desember 2025
736,Tipe A,145000,120000,120000,0,25000,Transfer,Supplier B,Selesai,22 Desember 2025,23 Desember 2025
737,Tipe A,145000,120000,120000,0,25000,Transfer,Supplier B,Selesai,22 Desember 2025,23 Desember 2025
738,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,22 Desember 2025,23 Desember 2025
739,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,22 Desember 2025,23 Desember 2025
740,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,22 Desember 2025,23 Desember 2025
741,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,22 Desember 2025,23 Desember 2025
742,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,23 Desember 2025,23 Desember 2025
743,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,23 Desember 2025,23 Desember 2025
744,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,23 Desember 2025,23 Desember 2025
745,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,23 Desember 2025,23 Desember 2025
746,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,23 Desember 2025,23 Desember 2025
747,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,23 Desember 2025,23 Desember 2025
748,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,23 Desember 2025,29 Desember 2025
749,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,23 Desember 2025,29 Desember 2025
750,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,23 Desember 2025,23 Desember 2025
751,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,23 Desember 2025,23 Desember 2025
752,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,23 Desember 2025,29 Desember 2025
753,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,24 Desember 2025,29 Desember 2025
754,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,24 Desember 2025,29 Desember 2025
755,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,24 Desember 2025,29 Desember 2025
756,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,24 Desember 2025,29 Desember 2025
757,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,24 Desember 2025,29 Desember 2025
758,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,24 Desember 2025,29 Desember 2025
759,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,24 Desember 2025,29 Desember 2025
760,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,24 Desember 2025,29 Desember 2025
761,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,24 Desember 2025,29 Desember 2025
762,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,24 Desember 2025,29 Desember 2025
763,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,24 Desember 2025,29 Desember 2025
764,Tipe A,160000,160000,160000,0,0,Transfer,Supplier E,Selesai,24 Desember 2025,29 Desember 2025
765,Tipe A,175000,160000,160000,0,15000,Transfer,Supplier E,Selesai,24 Desember 2025,29 Desember 2025
766,Tipe A,180000,160000,160000,0,20000,Transfer,Supplier E,Selesai,28 Desember 2025,29 Desember 2025
767,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,25 Desember 2025,29 Desember 2025
768,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,25 Desember 2025,29 Desember 2025
769,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,25 Desember 2025,29 Desember 2025
770,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,25 Desember 2025,29 Desember 2025
771,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,25 Desember 2025,29 Desember 2025
772,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,25 Desember 2025,29 Desember 2025
773,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,25 Desember 2025,29 Desember 2025
774,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,25 Desember 2025,29 Desember 2025
775,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,25 Desember 2025,29 Desember 2025
776,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,26 Desember 2025,29 Desember 2025
777,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,26 Desember 2025,29 Desember 2025
778,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,26 Desember 2025,29 Desember 2025
779,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,26 Desember 2025,29 Desember 2025
780,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,26 Desember 2025,29 Desember 2025
781,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,26 Desember 2025,29 Desember 2025
782,Tipe A,160000,125000,125000,0,35000,Transfer,Supplier B,Selesai,27 Desember 2025,29 Desember 2025
783,Tipe A,160000,125000,125000,0,35000,Transfer,Supplier B,Selesai,27 Desember 2025,29 Desember 2025
784,Tipe A,155000,125000,125000,0,30000,Transfer,Supplier B,Selesai,27 Desember 2025,29 Desember 2025
785,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier B,Selesai,27 Desember 2025,29 Desember 2025
786,Tipe A,160000,125000,125000,0,35000,Transfer,Supplier A,Selesai,28 Desember 2025,29 Desember 2025
787,Tipe A,160000,125000,125000,0,35000,Transfer,Supplier A,Selesai,28 Desember 2025,29 Desember 2025
788,Tipe A,160000,125000,125000,0,35000,Transfer,Supplier A,Selesai,28 Desember 2025,31 Desember 2025
789,Tipe A,160000,125000,125000,0,35000,Transfer,Supplier A,Selesai,28 Desember 2025,29 Desember 2025
790,Tipe A,160000,130000,130000,0,30000,Transfer,Supplier E,Selesai,28 Desember 2025,29 Desember 2025
791,Tipe A,159000,130000,130000,0,29000,Transfer,Supplier E,Selesai,28 Desember 2025,29 Desember 2025
792,Tipe A,180000,160000,160000,0,20000,Transfer,Supplier E,Selesai,28 Desember 2025,29 Desember 2025
793,Tipe A,160000,160000,160000,0,0,Transfer,Supplier E,Selesai,28 Desember 2025,29 Desember 2025
794,Tipe A,150000,130000,130000,0,20000,Transfer,Supplier E,Selesai,29 Desember 2025,29 Desember 2025
795,Tipe A,160000,130000,130000,0,30000,Transfer,Supplier E,Selesai,29 Desember 2025,29 Desember 2025
796,Tipe A,185000,160000,160000,0,25000,Transfer,Supplier E,Selesai,29 Desember 2025,29 Desember 2025
797,Tipe A,160000,130000,130000,0,30000,Transfer,Supplier B,Selesai,29 Desember 2025,29 Desember 2025
798,Tipe A,160000,130000,130000,0,30000,Transfer,Supplier E,Selesai,29 Desember 2025,29 Desember 2025
799,Tipe A,160000,130000,130000,0,30000,Transfer,Supplier E,Selesai,29 Desember 2025,29 Desember 2025
800,Tipe A,160000,130000,130000,0,30000,Transfer,Supplier E,Selesai,29 Desember 2025,29 Desember 2025
801,Tipe A,160000,125000,125000,0,35000,Transfer,Supplier A,Selesai,29 Desember 2025,29 Desember 2025
802,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,29 Desember 2025,29 Desember 2025
803,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,29 Desember 2025,29 Desember 2025
804,Tipe A,150000,125000,125000,0,25000,Transfer,Supplier A,Selesai,29 Desember 2025,29 Desember 2025
805,Tipe A,155000,125000,125000,0,30000,Transfer,Supplier A,Selesai,29 Desember 2025,2 Januari 2026
806,Tipe A,160000,125000,125000,0,35000,Transfer,Supplier A,Selesai,30 Desember 2025,31 Desember 2025
807,Tipe A,160000,125000,125000,0,35000,Transfer,Supplier A,Selesai,30 Desember 2025,31 Desember 2025
808,Tipe A,160000,125000,125000,0,35000,Transfer,Supplier A,Selesai,30 Desember 2025,31 Desember 2025
809,Tipe A,190000,130000,130000,0,60000,Transfer,Supplier E,Selesai,30 Desember 2025,31 Desember 2025
810,Tipe A,160000,130000,130000,0,30000,Transfer,Supplier E,Selesai,30 Desember 2025,31 Desember 2025
811,Tipe A,160000,130000,130000,0,30000,Transfer,Supplier E,Selesai,30 Desember 2025,31 Desember 2025
812,Tipe A,160000,125000,125000,0,35000,Transfer,Supplier B,Selesai,30 Desember 2025,31 Desember 2025
813,Tipe A,160000,125000,125000,0,35000,Transfer,Supplier A,Selesai,31 Desember 2025,1 Januari 2026
814,Tipe A,155000,125000,125000,0,30000,Transfer,Supplier A,Selesai,31 Desember 2025,1 Januari 2026
815,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,31 Desember 2025,1 Januari 2026
816,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,31 Desember 2025,1 Januari 2026
817,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,31 Desember 2025,1 Januari 2026
818,Tipe A,160000,130000,130000,0,30000,Transfer,Supplier E,Selesai,1 Januari 2026,1 Januari 2026
819,Tipe A,160000,130000,130000,0,30000,Transfer,Supplier E,Selesai,1 Januari 2026,1 Januari 2026
820,Tipe A,160000,130000,130000,0,30000,Transfer,Supplier E,Selesai,1 Januari 2026,1 Januari 2026
821,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,1 Januari 2026,1 Januari 2026
822,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,1 Januari 2026,1 Januari 2026
823,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,1 Januari 2026,1 Januari 2026
824,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,1 Januari 2026,1 Januari 2026
825,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,1 Januari 2026,2 Januari 2026
826,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,1 Januari 2026,2 Januari 2026
827,Tipe A,150000,120000,120000,0,30000,Transfer,Supplier B,Selesai,1 Januari 2026,2 Januari 2026
828,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,1 Januari 2026,2 Januari 2026
829,Tipe A,160000,130000,130000,0,30000,Transfer,Supplier Lainnya,Selesai,1 Januari 2026,2 Januari 2026
830,Tipe A,155000,130000,130000,0,25000,Transfer,Supplier E,Selesai,2 Januari 2026,2 Januari 2026
831,Tipe A,155000,130000,130000,0,25000,Transfer,Supplier E,Selesai,2 Januari 2026,2 Januari 2026
832,Tipe A,160000,130000,130000,0,30000,Transfer,Supplier E,Selesai,2 Januari 2026,2 Januari 2026
833,Tipe A,160000,125000,125000,0,35000,Transfer,Supplier A,Selesai,1 Januari 2026,4 Januari 2026
834,Tipe A,160000,125000,125000,0,35000,Transfer,Supplier A,Selesai,2 Januari 2026,4 Januari 2026
835,Tipe A,185000,125000,125000,0,60000,Transfer,Supplier A,Selesai,2 Januari 2026,4 Januari 2026
836,Tipe A,160000,125000,125000,0,35000,Transfer,Supplier A,Selesai,2 Januari 2026,4 Januari 2026
837,Tipe A,160000,125000,125000,0,35000,Transfer,Supplier A,Selesai,2 Januari 2026,4 Januari 2026
838,Tipe A,160000,125000,125000,0,35000,Transfer,Supplier A,Selesai,2 Januari 2026,4 Januari 2026
839,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,2 Januari 2026,4 Januari 2026
840,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,2 Januari 2026,4 Januari 2026
841,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,2 Januari 2026,4 Januari 2026
842,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,2 Januari 2026,4 Januari 2026
843,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,2 Januari 2026,4 Januari 2026
844,Tipe A,155000,125000,125000,0,30000,Transfer,Supplier A,Selesai,3 Januari 2026,4 Januari 2026
845,Tipe A,160000,125000,125000,0,35000,Transfer,Supplier A,Selesai,3 Januari 2026,4 Januari 2026
846,Tipe A,160000,125000,125000,0,35000,Transfer,Supplier A,Selesai,3 Januari 2026,4 Januari 2026
847,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,4 Januari 2026,4 Januari 2026
848,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,4 Januari 2026,4 Januari 2026
849,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,4 Januari 2026,4 Januari 2026
850,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier A,Selesai,4 Januari 2026,5 Januari 2026
851,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier A,Selesai,4 Januari 2026,5 Januari 2026
852,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier A,Selesai,4 Januari 2026,5 Januari 2026
853,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier A,Selesai,4 Januari 2026,5 Januari 2026
854,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier A,Selesai,4 Januari 2026,7 Januari 2026
855,Tipe A,185000,130000,130000,0,55000,Transfer,Supplier E,Selesai,5 Januari 2026,5 Januari 2026
856,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,5 Januari 2026,8 Januari 2026
857,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,5 Januari 2026,7 Januari 2026
858,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,5 Januari 2026,7 Januari 2026
859,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,5 Januari 2026,7 Januari 2026
860,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,5 Januari 2026,7 Januari 2026
861,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier A,Selesai,5 Januari 2026,7 Januari 2026
862,Tipe A,140000,100000,100000,0,40000,Transfer,Supplier E,Selesai,7 Januari 2026,8 Januari 2026
863,Tipe A,140000,100000,100000,0,40000,Transfer,Supplier E,Selesai,7 Januari 2026,8 Januari 2026
864,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier E,Selesai,7 Januari 2026,8 Januari 2026
865,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier A,Selesai,7 Januari 2026,8 Januari 2026
866,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier A,Selesai,7 Januari 2026,8 Januari 2026
867,Tipe A,130000,80000,80000,0,50000,Transfer,Supplier A,Selesai,7 Januari 2026,8 Januari 2026
868,Tipe A,130000,80000,80000,0,50000,Transfer,Supplier A,Selesai,7 Januari 2026,8 Januari 2026
869,Tipe A,130000,80000,80000,0,50000,Transfer,Supplier A,Selesai,7 Januari 2026,8 Januari 2026
870,Tipe A,130000,80000,80000,0,50000,Transfer,Supplier A,Selesai,7 Januari 2026,8 Januari 2026
871,Tipe A,130000,80000,80000,0,50000,Transfer,Supplier A,Selesai,7 Januari 2026,8 Januari 2026
872,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier A,Selesai,6 Januari 2026,8 Januari 2026
873,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier A,Selesai,6 Januari 2026,8 Januari 2026
874,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier A,Selesai,6 Januari 2026,8 Januari 2026
875,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,6 Januari 2026,8 Januari 2026
876,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,6 Januari 2026,8 Januari 2026
877,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,6 Januari 2026,8 Januari 2026
878,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,6 Januari 2026,8 Januari 2026
879,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,6 Januari 2026,8 Januari 2026
880,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier B,Selesai,6 Januari 2026,8 Januari 2026
881,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier A,Selesai,5 Januari 2026,8 Januari 2026
882,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier A,Selesai,5 Januari 2026,8 Januari 2026
883,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier A,Selesai,5 Januari 2026,8 Januari 2026
884,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier A,Selesai,5 Januari 2026,8 Januari 2026
885,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier A,Selesai,5 Januari 2026,8 Januari 2026
886,Tipe A,160000,120000,120000,0,40000,Transfer,Supplier A,Selesai,5 Januari 2026,8 Januari 2026
887,Tipe A,155000,120000,120000,0,35000,Transfer,Supplier B,Selesai,7 Januari 2026,9 Januari 2026
